review_id,reviewer_name,title,rating,date,content
review_388482792,"230henrisRacine, Wisconsin2Best way to spend a day! Loved it!!Review ofSt. Paul History TourReviewed July 2, 2016via mobileVery interesting history, fun riding the segways and the staff was wonderful.  Paul was a great story teller and Hannah was so friendly and helpful.  It is a great way to see the city!Date of experience:July 2016>Ask 230henris about St. Paul History TourThank 230henrisThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Best way to spend a day! Loved it!!,5.0,Date of experience:July 2016,"Very interesting history, fun riding the segways and the staff was wonderful.  Paul was a great story teller and Hannah was so friendly and helpful.  It is a great way to see the city!"
review_298785025,"SandyTraveler1Minneapolis, Minnesota269Fun & InformativeReview ofSt. Paul History TourReviewed August 13, 2015We were not ""tourists"" to Minneapolis, just wanted to try a Segway. We loved the Segway ride but also learned some history and hidden areas of the great city of Minneapolis!Date of experience:August 2015Ask SandyTraveler1 about St. Paul History Tour2Thank SandyTraveler1This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Fun & Informative,5.0,Date of experience:August 2015,"We were not ""tourists"" to Minneapolis, just wanted to try a Segway. We loved the Segway ride but also learned some history and hidden areas of the great city of Minneapolis!"
review_804259954,"chocobdBohemia, New York33Human on a Stick Segway tour of St. PaulReview ofSt. Paul History TourReviewed August 16, 2021We had Andy give us our tour of St. Paul MN.  He was very helpful and patient and made sure we all were confident before we started up.  Our group of 4 people were the only ones on the trip making it like a private tour.  He was very knowledgeable about the history of the things we saw.  This was a great experience.Date of experience:August 2021Ask chocobd about St. Paul History TourThank chocobdThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Human on a Stick Segway tour of St. Paul,5.0,Date of experience:August 2021,We had Andy give us our tour of St. Paul MN.  He was very helpful and patient and made sure we all were confident before we started up.  Our group of 4 people were the only ones on the trip making it like a private tour.  He was very knowledgeable about the history of the things we saw.  This was a great experience.
review_284783974,"Nebraska61Nebraska21Best 3 hours of our short minneapolis tripReview ofSt. Paul History TourReviewed July 1, 2015Magical History Tours at humanonastick.com (segway tours of mnpls) was awesome! Segways were easy to operate. Our tour guides Greg & Lindsey were fun and made the history of the river life (flour mills, railroad, historical figures, & other mnlpls history) come alive. Loved the little side stories of the characters & facts of how mnpls grew to be,, and the segways were fun to travel on too! Such a pretty section of riverfront too!Date of experience:June 2015Ask Nebraska61 about St. Paul History Tour1Thank Nebraska61This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Best 3 hours of our short minneapolis trip,5.0,Date of experience:June 2015,"Magical History Tours at humanonastick.com (segway tours of mnpls) was awesome! Segways were easy to operate. Our tour guides Greg & Lindsey were fun and made the history of the river life (flour mills, railroad, historical figures, & other mnlpls history) come alive. Loved the little side stories of the characters & facts of how mnpls grew to be,, and the segways were fun to travel on too! Such a pretty section of riverfront too!"
review_419166554,"firstdibbsSylvania, Ohio1Magical History TourReview ofSt. Paul History TourReviewed September 16, 2016via mobileWe travel to MSP a couple times each taking/picking up our son at UMN. It's a long drive, so we spend a couple days with touristy adventures.This exceeded all expectations. It was a blast. My wife was nervous about driving the Segway. With a little training and practice, it was easier than expected.We had previously visited a number of the stops, but our tour guides were knowledgeable and added lots of color. Very interesting!  Worth it.We are now looking at the St Paul tours and planning our next trip.Date of experience:August 2016>Ask firstdibbs about St. Paul History TourThank firstdibbsThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Magical History Tour,5.0,Date of experience:August 2016,"We travel to MSP a couple times each taking/picking up our son at UMN. It's a long drive, so we spend a couple days with touristy adventures.This exceeded all expectations. It was a blast. My wife was nervous about driving the Segway. With a little training and practice, it was easier than expected.We had previously visited a number of the stops, but our tour guides were knowledgeable and added lots of color. Very interesting!  Worth it.We are now looking at the St Paul tours and planning our next trip."
review_599583802,"Nathan WRaleigh, United States4783Magical History Tour IndeedReview ofSt. Paul History TourReviewed July 25, 2018The Magical History Tour is now called  “Human On A Stick” Tour - which in retrospect is fairly accurate. As it turned out it was incredible fun.  Kudos to our excellent Tour guideJim - informative - and I am a extremely curious guy who could not trip him up. He knew his stuff.This was our first time on a Segway - I was a little nervous prior not having been on one.My daughter took to it like a duck in water - It took me a few minutes to get adjusted - then I was in like Flint (shows you how old I am!).  The staff takes everyone across the street for about 15 minutes of practice - everyone adapted in that time. There were young teens to grandparents - and everyone with the practice session appeared comfortable.The tour is super fun - lots of interesting trivia history about the city - and our guide Jim was very cool and informative.I would recommend this tour to everyone - riding the Segways is half the fun - the tour information is the icing on the cake. Who knew Minneapolis was so interesting? LOL!Date of experience:July 2018Ask Nathan W about St. Paul History Tour2Thank Nathan WThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at St. Paul History Tour, responded to this reviewResponded August 1, 2018Segways are a great way to have some family fun! Our trained guides are great at helping every rider get past nerves, and feel comfortable on a Segway, no matter what their age. If you enjoyed the history, check out our St Paul tour, your Segway Driver's License will save you $10. Thanks for riding with us Nathan!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 117 reviews",Magical History Tour Indeed,5.0,Date of experience:July 2018,The Magical History Tour is now called  “Human On A Stick” Tour - which in retrospect is fairly accurate. As it turned out it was incredible fun.  Kudos to our excellent Tour guideJim - informative - and I am a extremely curious guy who could not trip him up. He knew his stuff.This was our first time on a Segway - I was a little nervous prior not having been on one.My daughter took to it like a duck in water - It took me a few minutes to get adjusted - then I was in like Flint (shows you how old I am!).  The staff takes everyone across the street for about 15 minutes of practice - everyone adapted in that time. There were young teens to grandparents - and everyone with the practice session appeared comfortable.The tour is super fun - lots of interesting trivia history about the city - and our guide Jim was very cool and informative.I would recommend this tour to everyone - riding the Segways is half the fun - the tour information is the icing on the cake. Who knew Minneapolis was so interesting? LOL!
review_166839781,"LynnV238Grand Rapids, Michigan, United States7254Great fun! Good history tour,fun experience !Review ofSt. Paul History TourReviewed July 8, 2013My husband and I did this with 4 other family members and we all had a great time.We learned a lot about Minneapolis. Even the family members that live there. The tour guides were very informative and great with people and very patient with everyone.The Segways were a lot of fun to ride and very easy to ride.The tour company does a great job training everyone to ride and makes sure you are comfortable riding before you all head out.It was a very fun way to spend part of our day together.Date of experience:July 2013Ask LynnV238 about St. Paul History TourThank LynnV238This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews","Great fun! Good history tour,fun experience !",4.0,Date of experience:July 2013,My husband and I did this with 4 other family members and we all had a great time.We learned a lot about Minneapolis. Even the family members that live there. The tour guides were very informative and great with people and very patient with everyone.The Segways were a lot of fun to ride and very easy to ride.The tour company does a great job training everyone to ride and makes sure you are comfortable riding before you all head out.It was a very fun way to spend part of our day together.
review_162983710,"Chris SAtlanta, Georgia5917Great fun, exercise, cool sights and history lessons in one package!Review ofSt. Paul History TourReviewed June 4, 2013via mobileOn a gorgeous morning in early June we hopped on Segways for the first time and toured the beautiful riverfront district in Minneapolis. We were trained very well on technique, and before we started out each of us felt quite comfortable with the maneuvering and control of our individual Segways. All 16 of us, of various ages and abilities, enjoyed the 3-hour experience thoroughly. It was fun, fun, fun! And the history lessons along the way added flavor to the fun. I would highly recommend this outfit for their emphasis on safety and their caring attitude. This is well worth the $80. pricetag.Date of experience:June 2013Ask Chris S about St. Paul History TourThank Chris SThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews","Great fun, exercise, cool sights and history lessons in one package!",5.0,Date of experience:June 2013,"On a gorgeous morning in early June we hopped on Segways for the first time and toured the beautiful riverfront district in Minneapolis. We were trained very well on technique, and before we started out each of us felt quite comfortable with the maneuvering and control of our individual Segways. All 16 of us, of various ages and abilities, enjoyed the 3-hour experience thoroughly. It was fun, fun, fun! And the history lessons along the way added flavor to the fun. I would highly recommend this outfit for their emphasis on safety and their caring attitude. This is well worth the $80. pricetag."
review_597668849,"Wendy PYpsilanti, Michigan10349Great way to see the city!Review ofSt. Paul History TourReviewed July 19, 2018It was my first time on a Segway and our tour guides wer very patient and helpful with all the newbies in the crowd. Ben and Noah were great fun, had lots of interesting information to share, and I would recommend them as your guides if you get the chance.Date of experience:July 2018Ask Wendy P about St. Paul History TourThank Wendy PThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at St. Paul History Tour, responded to this reviewResponded August 1, 2018Now that you're a Segway pro, you might be interested in our Sculpture Garden Tour. It focuses on riding, and gives you a chance to explore the Sculpture Garden on your own. You'll always have $10 with your Segway Driver's License. Thanks for riding with us!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 117 reviews",Great way to see the city!,5.0,Date of experience:July 2018,"It was my first time on a Segway and our tour guides wer very patient and helpful with all the newbies in the crowd. Ben and Noah were great fun, had lots of interesting information to share, and I would recommend them as your guides if you get the chance."
review_419904917,"Sara B1AWESOMEReview ofSt. Paul History TourReviewed September 18, 2016via mobileChris, Riley and Noah were awesome!!!!! Such a good time. They trained us thoroughly before we went out, which made me feel very safe even though I am a total klutz. Thanks again! We'll be back for sure.Date of experience:September 2016Ask Sara B about St. Paul History TourThank Sara BThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",AWESOME,5.0,Date of experience:September 2016,"Chris, Riley and Noah were awesome!!!!! Such a good time. They trained us thoroughly before we went out, which made me feel very safe even though I am a total klutz. Thanks again! We'll be back for sure."
review_289026987,"Ryan RSaskatchewan, Canada42The excellent experience justifies the price.Review ofSt. Paul History TourReviewed July 14, 2015It may seem like the tour will cost you a lot, and it does. However, for the 3 hours I rode the Segway it was just a load of fun. We had Michael as a tour guide along with some others such as Chris, and they were all very knowledgeable both with regards to the city and to riding the Segway itself. Highly recommend you add the cost of this tour to your budget if you plan to be coming to this city.Date of experience:July 2015Ask Ryan R about St. Paul History Tour1Thank Ryan RThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",The excellent experience justifies the price.,5.0,Date of experience:July 2015,"It may seem like the tour will cost you a lot, and it does. However, for the 3 hours I rode the Segway it was just a load of fun. We had Michael as a tour guide along with some others such as Chris, and they were all very knowledgeable both with regards to the city and to riding the Segway itself. Highly recommend you add the cost of this tour to your budget if you plan to be coming to this city."
review_806750476,"davidotero774Andy The Tour Guide + Amazing Architecture and History + Segways = A lot of FUN!Review ofSt. Paul History TourReviewed August 27, 2021via mobileI've lived in the Twin Cities for about 10 years and have been meaning to try this out. My mom came to town so we thought we'd go.  The rain had us a bit hesitant, and we ended up booking our tour a bit last minute, but the team was incredibly accommodating.Our guide, Andy, really made the tour and he was fantastic!!! Incredibly knowledgeable, friendly, outgoing, and a patient instructor. I especially enjoyed Andy's anecdotes and nuggets of knowledge as a history buff. My mom is a bit older and was nervous about doing Segways - by the end of the tour she was talking about buying one! She also enjoyed seeing the beautiful architecture.All in all, a really great time.   Highly recommend!!!Date of experience:August 2021Ask davidotero77 about St. Paul History TourThank davidotero77This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Andy The Tour Guide + Amazing Architecture and History + Segways = A lot of FUN!,5.0,Date of experience:August 2021,"I've lived in the Twin Cities for about 10 years and have been meaning to try this out. My mom came to town so we thought we'd go.  The rain had us a bit hesitant, and we ended up booking our tour a bit last minute, but the team was incredibly accommodating.Our guide, Andy, really made the tour and he was fantastic!!! Incredibly knowledgeable, friendly, outgoing, and a patient instructor. I especially enjoyed Andy's anecdotes and nuggets of knowledge as a history buff. My mom is a bit older and was nervous about doing Segways - by the end of the tour she was talking about buying one! She also enjoyed seeing the beautiful architecture.All in all, a really great time.   Highly recommend!!!"
review_299022128,"Ruth MMinneapolis, Minnesota138Fun yet informativeReview ofSt. Paul History TourReviewed August 13, 2015I live in Minneapolis but had a friend visiting from out of town. I'd never been on a Segway before. Not only was it fun but Dave our guide was full of information about the history of Minneapolis. I've lived here many years but still learned some new things.  And the ride on the trails was beautiful. I would highly recommend this if you are a tourist or in town and haven't tried to right a Segway before!Date of experience:July 2015Ask Ruth M about St. Paul History Tour1Thank Ruth MThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Fun yet informative,5.0,Date of experience:July 2015,I live in Minneapolis but had a friend visiting from out of town. I'd never been on a Segway before. Not only was it fun but Dave our guide was full of information about the history of Minneapolis. I've lived here many years but still learned some new things.  And the ride on the trails was beautiful. I would highly recommend this if you are a tourist or in town and haven't tried to right a Segway before!
review_808982780,"kjelp2015Osseo, Minnesota52Best tour in townReview ofSt. Paul History TourReviewed September 8, 2021Andy our tour guide made our day awesome!!Andy had everyone up and comfortably operating segways in under 5 minutes, super easy to understand instructions made me feel safe and comfortable very quickly.Our tour was full of history, architecture and anecdotes. Unlike many tours this was not just memorized talking points, Andy was a history major and is passionate about it. Questions are welcomed and encouraged leading to lots of fun facts tangents.I can hardly wait to do the Minnesota tour next. I highly recommend this tour to both local residents and out of town guests.Date of experience:September 2021Ask kjelp2015 about St. Paul History TourThank kjelp2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Best tour in town,5.0,Date of experience:September 2021,"Andy our tour guide made our day awesome!!Andy had everyone up and comfortably operating segways in under 5 minutes, super easy to understand instructions made me feel safe and comfortable very quickly.Our tour was full of history, architecture and anecdotes. Unlike many tours this was not just memorized talking points, Andy was a history major and is passionate about it. Questions are welcomed and encouraged leading to lots of fun facts tangents.I can hardly wait to do the Minnesota tour next. I highly recommend this tour to both local residents and out of town guests."
review_217862117,"PianoMan4000Gurnee, Illinois22682Don't miss doing this!!Review ofSt. Paul History TourReviewed July 27, 2014If you've never ridden a Segway, then your time is now!  Aside from having fun on the Segway itself, we had a fantastic, humorous and well informed tour guide..Rob.  What a great way to get some history of Minneapolis, enjoy the outdoors and have just a wonderful time.  I highly recommend this; It is worth every penny and then some.  I can't wait to do it again.  Great job to the folks that made this happen at Segway Tours!Date of experience:July 2014Ask PianoMan4000 about St. Paul History TourThank PianoMan4000This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Don't miss doing this!!,5.0,Date of experience:July 2014,"If you've never ridden a Segway, then your time is now!  Aside from having fun on the Segway itself, we had a fantastic, humorous and well informed tour guide..Rob.  What a great way to get some history of Minneapolis, enjoy the outdoors and have just a wonderful time.  I highly recommend this; It is worth every penny and then some.  I can't wait to do it again.  Great job to the folks that made this happen at Segway Tours!"
review_383118198,"johnnydiamond3Minneapolis,MN.10076Riverfront RevealedReview ofSt. Paul History TourReviewed June 16, 2016Last Saturday my wife had arranged a Segway Tour of the Downtown Minneapolis Riverfront. OUR FIRST SEGWAY TOUR ! Guided by Gary our tourmeister, safety consultant, historian and Segway Specialist. He made the 2-3 hours go fast and I saw some beautiful parts of the city that I normally observe from my car, with a glance at 65 mph. I HIGHLY RECOMEND this as a great way for Minneopolotins to see and show off for out of town guest why Minneapolis and St. Paul is a jewel here in the Midwest. Js3Date of experience:June 2016Ask johnnydiamond3 about St. Paul History TourThank johnnydiamond3This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Riverfront Revealed,5.0,Date of experience:June 2016,"Last Saturday my wife had arranged a Segway Tour of the Downtown Minneapolis Riverfront. OUR FIRST SEGWAY TOUR ! Guided by Gary our tourmeister, safety consultant, historian and Segway Specialist. He made the 2-3 hours go fast and I saw some beautiful parts of the city that I normally observe from my car, with a glance at 65 mph. I HIGHLY RECOMEND this as a great way for Minneopolotins to see and show off for out of town guest why Minneapolis and St. Paul is a jewel here in the Midwest. Js3"
review_705318192,"smlnmytNC9534My 26th time on a Segway was the bomb!Review ofSt. Paul History TourReviewed September 1, 2019I guess I should consider myself a professional Segway rider by this time.  With tour guide Alex and Cara riding pint, it was simply the best way to see some of Minneapolis and get interesting tidbits about that mills, bridges and Nicolett Island.  Alex was able to spin a tale and deliver typically boring facts about the major players in a way that made you want more.  I hope he will use his talents to develop other tours as well.This was one of my best Segway tours, if not the best!  The terrain was varied and Cara did a good job of keeping us safe.I felt really taken care of on this tour.  Three hours is a lot of time on a Segway, even for seasoned riders.  But Mobile Entertainment does a good job of breaking it up, allowing you to walk and around and even had a nice stop at the mill museum complete with refreshments and a bathroom!  They really know how to deliver a great experience!I look forward to returning to the Twin Coties and taking ALL of their other tours!BTW - TIP your guides AT LEAST 10%!  These two were so good that they got more than 20% from me!Date of experience:August 2019>Ask smlnmyt about St. Paul History TourThank smlnmytThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",My 26th time on a Segway was the bomb!,5.0,Date of experience:August 2019,"I guess I should consider myself a professional Segway rider by this time.  With tour guide Alex and Cara riding pint, it was simply the best way to see some of Minneapolis and get interesting tidbits about that mills, bridges and Nicolett Island.  Alex was able to spin a tale and deliver typically boring facts about the major players in a way that made you want more.  I hope he will use his talents to develop other tours as well.This was one of my best Segway tours, if not the best!  The terrain was varied and Cara did a good job of keeping us safe.I felt really taken care of on this tour.  Three hours is a lot of time on a Segway, even for seasoned riders.  But Mobile Entertainment does a good job of breaking it up, allowing you to walk and around and even had a nice stop at the mill museum complete with refreshments and a bathroom!  They really know how to deliver a great experience!I look forward to returning to the Twin Coties and taking ALL of their other tours!BTW - TIP your guides AT LEAST 10%!  These two were so good that they got more than 20% from me!"
