review_id,reviewer_name,title,rating,date,content
review_363076791,"Manny LPembroke Pines, Florida219Fun, Educational, and RelaxingReview ofMagical History TourReviewed April 10, 2016For city tours, a Segway is the way to go.  Riding the Segway was a lot of fun.  The guide was very knowledgeable and accommodating.  There is a section where you ride under the trees which was relaxing as you just enjoy the views, breeze, etc..Date of experience:March 2016>Ask Manny L about Magical History TourThank Manny LThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews","Fun, Educational, and Relaxing",5.0,Date of experience:March 2016,"For city tours, a Segway is the way to go.  Riding the Segway was a lot of fun.  The guide was very knowledgeable and accommodating.  There is a section where you ride under the trees which was relaxing as you just enjoy the views, breeze, etc.."
review_517528402,"pricefam2013San Angelo, Texas17102What a blast!Review ofMagical History TourReviewed August 25, 2017via mobileThis was a blast.  Chris and Terry had a great balance of history, fun facts and just riding.  We had never ridden Segways before and within a few minutes I was very comfortable and by the end of the tour it was almost second nature.  I would highly recommend them.Date of experience:August 2017Ask pricefam2013 about Magical History TourThank pricefam2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Front Office Manager at Magical History Tour, responded to this reviewResponded August 29, 2017We're so happy you had a wonderful time. Come back and ride with us again.Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 490 reviews",What a blast!,5.0,Date of experience:August 2017,"This was a blast.  Chris and Terry had a great balance of history, fun facts and just riding.  We had never ridden Segways before and within a few minutes I was very comfortable and by the end of the tour it was almost second nature.  I would highly recommend them."
review_613468434,"annesophied654Cary, North Carolina115Never rode so much on a segway before!Review ofMagical History TourReviewed September 3, 2018via mobileThe team at human on a stick was just amazing! They are so enthusiastic they make us feel like it's the first time they are telling all the stories!We hit all the must see spots and at the same time we get to ride the segways for a long time! The other tours I've done we stop and go a lot but overall you don't really ride much. This tour is amazing for actually riding the scooters!We were 5 of us and had a blast!Date of experience:September 2018>Ask annesophied654 about Magical History TourThank annesophied654This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at Magical History Tour, responded to this reviewResponded September 6, 2018If you really enjoyed riding the Segways, we'd love to have you back for a Sculpture Garden Insider Tour. We have a lot of ground to cover, so there is less history and more riding. Your new Segway driver's license will save you $10 on a future tour, for yourself and up to 9 other people. Thanks for riding with us!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 490 reviews",Never rode so much on a segway before!,5.0,Date of experience:September 2018,The team at human on a stick was just amazing! They are so enthusiastic they make us feel like it's the first time they are telling all the stories!We hit all the must see spots and at the same time we get to ride the segways for a long time! The other tours I've done we stop and go a lot but overall you don't really ride much. This tour is amazing for actually riding the scooters!We were 5 of us and had a blast!
review_506012224,"259oddfOslo, Norway1FunReview ofMagical History TourReviewed July 26, 2017via mobileTake the Magical History Tour, it's really great. The guides/instructors: Ben, Ray and Sarah Cathryn did a superb job!Date of experience:July 2017Ask 259oddf about Magical History TourThank 259oddfThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Fun,5.0,Date of experience:July 2017,"Take the Magical History Tour, it's really great. The guides/instructors: Ben, Ray and Sarah Cathryn did a superb job!"
review_413344181,"Liza1957Los Angeles, California1821Magical TourReview ofMagical History TourReviewed August 31, 2016The tour was fantastic! They had us try out the Segway before taking our money. We got some practice before heading out across the Stone Arch bridge. There were about 20 people on our tour and we had several guides - always one in front, one bringing up the rear and a few in the middle to monitor bicycle and car traffic. We spent most of the time on bike paths which made it very easy for first time riders. The guides were excellent and provided lots of local history. The route went mostly along the Mississippi River and out to Block and Nicollette Islands and included a snack and bathroom stop. We had a 16 year old and a 70 year old and everyone had a fantastic time!Date of experience:August 2016Ask Liza1957 about Magical History Tour1Thank Liza1957This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Magical Tour,5.0,Date of experience:August 2016,"The tour was fantastic! They had us try out the Segway before taking our money. We got some practice before heading out across the Stone Arch bridge. There were about 20 people on our tour and we had several guides - always one in front, one bringing up the rear and a few in the middle to monitor bicycle and car traffic. We spent most of the time on bike paths which made it very easy for first time riders. The guides were excellent and provided lots of local history. The route went mostly along the Mississippi River and out to Block and Nicollette Islands and included a snack and bathroom stop. We had a 16 year old and a 70 year old and everyone had a fantastic time!"
review_345889006,"SandyTraveler1Minneapolis, Minnesota269Fun for Locals and TouristsReview ofMagical History TourReviewed February 8, 2016We live in MN and learned a lot about Minneapolis. Great outing for locals and out of state tourists! The staff make sure you know how to safety ride a Segway, but they are easy. And fun!Date of experience:August 2015Ask SandyTraveler1 about Magical History TourThank SandyTraveler1This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Fun for Locals and Tourists,5.0,Date of experience:August 2015,"We live in MN and learned a lot about Minneapolis. Great outing for locals and out of state tourists! The staff make sure you know how to safety ride a Segway, but they are easy. And fun!"
review_594659076,"Nancy H1944Great Tour!!Review ofMagical History TourReviewed July 9, 2018via mobileTour guides are very patient and want you to have fun!!  Very informative and awesome trivia knowledge about the history of the area!!  Would definitely recommend and I will take one of their other tours next year!!Date of experience:June 2018Ask Nancy H about Magical History Tour2Thank Nancy HThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at Magical History Tour, responded to this reviewResponded July 13, 2018We hope to see you back for another tour soon! Don't forget your license will save you $10 per person, for up to 10 riders. Thanks for riding with us!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 490 reviews",Great Tour!!,5.0,Date of experience:June 2018,Tour guides are very patient and want you to have fun!!  Very informative and awesome trivia knowledge about the history of the area!!  Would definitely recommend and I will take one of their other tours next year!!
review_452792769,"MichaelSw228Minneapolis, Minnesota51Great tour using a fun way getting aroundReview ofMagical History TourReviewed January 17, 2017I surprised my wife with this tour some time ago. When she saw I was up to, she was scared. She felt, she'd never master the Segway ""bike"". After about 10 minutes into the training ride, she was all over it. Really ""easy peasy"" as she would say.The tour itself was great and very informative. Living in the Twin Cities for almost 20 years I still learned a lot about some key events that shaped this place.If you have time to spare - either living in town or visiting from outside - this is a great and fun opportunity getting around and learning more about the town.Highly recommended :-)Date of experience:April 2016Ask MichaelSw228 about Magical History TourThank MichaelSw228This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Great tour using a fun way getting around,5.0,Date of experience:April 2016,"I surprised my wife with this tour some time ago. When she saw I was up to, she was scared. She felt, she'd never master the Segway ""bike"". After about 10 minutes into the training ride, she was all over it. Really ""easy peasy"" as she would say.The tour itself was great and very informative. Living in the Twin Cities for almost 20 years I still learned a lot about some key events that shaped this place.If you have time to spare - either living in town or visiting from outside - this is a great and fun opportunity getting around and learning more about the town.Highly recommended :-)"
review_631309809,"707jyoungMinneapolis, Minnesota3Beautiful Day; great guides.Review ofMagical History TourReviewed November 6, 2018Segway fun in MPLS. Touring the riverfront, falls, islands that made MPLS the center of commerce it is today.Date of experience:August 2018Ask 707jyoung about Magical History TourThank 707jyoungThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at Magical History Tour, responded to this reviewResponded July 14, 2019We are glad you enjoyed your fall trip with us! Come again soon! Use your segway drivers license for a discount. Join us in the summer to experience the other tours we offerReport response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 490 reviews",Beautiful Day; great guides.,5.0,Date of experience:August 2018,"Segway fun in MPLS. Touring the riverfront, falls, islands that made MPLS the center of commerce it is today."
review_890362346,"nikih7661Such a great timeReview ofMagical History TourReviewed May 14, 2023via mobileBest way to spend 3 hours. We had such a wonderful time and learned so much!! This is an experience we will never forget. Our guide was great!! Highly recommend!!Date of experience:May 2023>Ask nikih766 about Magical History TourThank nikih766This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Such a great time,5.0,Date of experience:May 2023,Best way to spend 3 hours. We had such a wonderful time and learned so much!! This is an experience we will never forget. Our guide was great!! Highly recommend!!
review_588669851,"AmyKW612Minneapolis, Minnesota328Good fun!Review ofMagical History TourReviewed June 18, 2018via mobileAs someone who works in that area of town I thought I would find the tour boring, but nope! It was great! Learned a ton of fun facts about the area and saw some places I didn’t know existed that I had walked past a dozen times. Segways are really fun actually, who knew?! They are also easy to get hurt on if you don’t pay attention to the rules. Have your beers on a Main St patio after, not before.Date of experience:July 2017Ask AmyKW612 about Magical History TourThank AmyKW612This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at Magical History Tour, responded to this reviewResponded June 21, 2018With everything you learned on tour, you'll be able to wow your coworkers with your new Minneapolis knowledge. We always recommend grabbing a beer after the tour with one of our restaurant discount coupons. Thanks for riding with us!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 490 reviews",Good fun!,5.0,Date of experience:July 2017,"As someone who works in that area of town I thought I would find the tour boring, but nope! It was great! Learned a ton of fun facts about the area and saw some places I didn’t know existed that I had walked past a dozen times. Segways are really fun actually, who knew?! They are also easy to get hurt on if you don’t pay attention to the rules. Have your beers on a Main St patio after, not before."
review_309366949,"Arun_NegiConcordville, Pennsylvania6841Great tourReview ofMagical History TourReviewed September 11, 2015via mobileI have been to lot of big cities and was expecting this tour to be ok. But to my surprise I enjoyed the tour immensely. I guess it could be because I was doing the Segway for the first time. It took us about 10 mins to get comfortable and the guide  where really patient and supportive.Our guide Will made the tour really interesting and was really enthusiastic. It made the tour really interesting.Overall really happy that we took this tour and worth all the money we spent. Tour price also includes coffee and Cooke, also they give free pass to Mill Museum which has great interactive stuff for kids and adults.  If you are short of time this is best way to see Minneapolis.Date of experience:September 2015Ask Arun_Negi about Magical History TourThank Arun_NegiThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Great tour,5.0,Date of experience:September 2015,"I have been to lot of big cities and was expecting this tour to be ok. But to my surprise I enjoyed the tour immensely. I guess it could be because I was doing the Segway for the first time. It took us about 10 mins to get comfortable and the guide  where really patient and supportive.Our guide Will made the tour really interesting and was really enthusiastic. It made the tour really interesting.Overall really happy that we took this tour and worth all the money we spent. Tour price also includes coffee and Cooke, also they give free pass to Mill Museum which has great interactive stuff for kids and adults.  If you are short of time this is best way to see Minneapolis."
review_296045904,"Coffman F3Fun, and a great way to spend the morningReview ofMagical History TourReviewed August 5, 2015via mobileMy 14-yr-old daughter and I had a wonderful time on the tour.  It was a beautiful morning, and the Segways were easy to maneuver.Date of experience:August 2015Ask Coffman F about Magical History TourThank Coffman FThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews","Fun, and a great way to spend the morning",5.0,Date of experience:August 2015,"My 14-yr-old daughter and I had a wonderful time on the tour.  It was a beautiful morning, and the Segways were easy to maneuver."
review_285655535,"portywortyBloomington, Minnesota2BirthdayReview ofMagical History TourReviewed July 4, 2015I took my husband on the tour for his birthday. We loved it. It was easy to learn how to work the Segway and they were fun to ride. We learned a lot from our tour guide Michael about the history of the city and area. We went to the stone arch bridge, Nicollet island, boom island and mill city museum. We look forward to going on one of the other tours.Date of experience:July 2015Ask portyworty about Magical History TourThank portywortyThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Birthday,5.0,Date of experience:July 2015,"I took my husband on the tour for his birthday. We loved it. It was easy to learn how to work the Segway and they were fun to ride. We learned a lot from our tour guide Michael about the history of the city and area. We went to the stone arch bridge, Nicollet island, boom island and mill city museum. We look forward to going on one of the other tours."
review_499974800,"brettw6412Great segway tourReview ofMagical History TourReviewed July 9, 2017via mobileBen, Ray and Jesse were great guides, very knowledgeable and ensured everyone had a great time. Historic tour for history buffs.Date of experience:July 2017Ask brettw641 about Magical History TourThank brettw641This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, General Manager at Magical History Tour, responded to this reviewResponded July 22, 2017Thanks Brett for the kind review! We'll be sure to let Ben, Ray and Jesse know you enjoyed their help and history knowledge!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 490 reviews",Great segway tour,4.0,Date of experience:July 2017,"Ben, Ray and Jesse were great guides, very knowledgeable and ensured everyone had a great time. Historic tour for history buffs."
review_281646178,"Holly404Lakeville, Minnesota, United States31What a fun way to see MinneapolisReview ofMagical History TourReviewed June 20, 2015This is one of those activities that you always find yourself saying, ""Gee that looks fun - we should try it sometime!""  Well thankfully we did it!  What a fun way to see a beautiful part of Minneapolis.  And our tour guides - Carmen and Alexa made it so informative and fun.  From great instructions to getting started riding the Segways to stopping and sharing history about Minneapolis, the Stone Arch Bridge, Boom Island and Nicollet Island, Carmen was a wonderful guide!  Alexa made sure we were safe and had a great time.  (She was also the official photographer!)  Would definitely do this again.Date of experience:June 2015Ask Holly404 about Magical History TourThank Holly404This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",What a fun way to see Minneapolis,5.0,Date of experience:June 2015,"This is one of those activities that you always find yourself saying, ""Gee that looks fun - we should try it sometime!""  Well thankfully we did it!  What a fun way to see a beautiful part of Minneapolis.  And our tour guides - Carmen and Alexa made it so informative and fun.  From great instructions to getting started riding the Segways to stopping and sharing history about Minneapolis, the Stone Arch Bridge, Boom Island and Nicollet Island, Carmen was a wonderful guide!  Alexa made sure we were safe and had a great time.  (She was also the official photographer!)  Would definitely do this again."
review_129662570,"Mauiartist100Bloomington, Minnesota7540The best birthday present, maybe everReview ofMagical History TourReviewed May 9, 2012This is a really fun way to spend an afternoon.  Being from St. Paul I did not know a lot aboutMpls history, a wonderful way to learn about our sister city.  I have told everyone I know to trythis fun adventure and I can't wait to do it again.Date of experience:August 2011>Ask Mauiartist100 about Magical History TourThank Mauiartist100This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews","The best birthday present, maybe ever",5.0,Date of experience:August 2011,"This is a really fun way to spend an afternoon.  Being from St. Paul I did not know a lot aboutMpls history, a wonderful way to learn about our sister city.  I have told everyone I know to trythis fun adventure and I can't wait to do it again."
review_81658410,"MaconMemoriesGeorgia9672Segway Tours are the Best!Review ofMagical History TourReviewed September 30, 2010I did a fun trip in St. Paul - my first time on a Segway!  Enjoyed it so much I did the Minneapolis Segway tour the next day.  The guides are so friendly.  The two tours were very different, each wonderful in its own way.  Now I'll be looking for Segway tours in every city I visit!Ask MaconMemories about Magical History Tour1Thank MaconMemoriesThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",Segway Tours are the Best!,5.0,,"I did a fun trip in St. Paul - my first time on a Segway!  Enjoyed it so much I did the Minneapolis Segway tour the next day.  The guides are so friendly.  The two tours were very different, each wonderful in its own way.  Now I'll be looking for Segway tours in every city I visit!"
review_235919511,"am_ma_lu1Minneapolis, Minnesota21I can't Segway but still had fun!Review ofMagical History TourReviewed October 23, 2014It was so much fun! Turns out, I lack the basic motor skills to drive a segway but the guide was super friendly anyway and dragged me along telling me a lot of interesting facts on the way. Super friendly staff and a great experience!Date of experience:August 2014Review collected in partnership with this attractionThis business uses tools provided by Tripadvisor (or one of its official Review Collection Partners) to encourage and collect guest reviews, including this one.Ask am_ma_lu1 about Magical History TourThank am_ma_lu1This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 490 reviews",I can't Segway but still had fun!,5.0,Date of experience:August 2014,"It was so much fun! Turns out, I lack the basic motor skills to drive a segway but the guide was super friendly anyway and dragged me along telling me a lot of interesting facts on the way. Super friendly staff and a great experience!"
review_595952118,"EricraheemMount Kisco, New York16050Great way to tour MinneapolisReview ofMagical History TourReviewed July 13, 2018via mobileFriend and I in town for baseball series.  Signed up for 3 hour Segway on Friday morning.  Magical tour was great.  Saw all of the main sites on both sides of the river.  Great way to determine what to discover more deeply (like the MillCity museum).   Ben was very knowledgeable.  Totally enjoyed.Date of experience:July 2018Ask Ericraheem about Magical History TourThank EricraheemThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at Magical History Tour, responded to this reviewResponded July 19, 2018Thanks for riding with us! Hope your team won the game!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 490 reviews",Great way to tour Minneapolis,5.0,Date of experience:July 2018,Friend and I in town for baseball series.  Signed up for 3 hour Segway on Friday morning.  Magical tour was great.  Saw all of the main sites on both sides of the river.  Great way to determine what to discover more deeply (like the MillCity museum).   Ben was very knowledgeable.  Totally enjoyed.
